_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star
465808,1418,1868,outside in,2017,Lynn Shelton,"Edie Falco, Jay Duplass, Kaitlyn Dever, Ben Schwartz",woman in gold,2015,Simon Curtis,"Helen Mirren, Ryan Reynolds, Katie Holmes, Tatiana Maslany, Daniel Brühl, Charles Dance, Elizabeth McGovern, Max Irons, Antje Traue, Frances Fisher, Jonathan Pryce, Moritz Bleibtreu, Tom Schilling, Anthony Howell, Richard Reid, Rolf Saxon, Stephen Greif, Alan Corduner, Henry Goodman, Justus von Dohnányi, Nina Kunzendorf, Alma Hasun, Nellie Schilling, Milica Bogojevic, Olivia Silhavy, Ludger Pistor, Ben Miles, Christian Dolezal, Harry Ditson, John Moraitis, Doron Davidson, Milly Thomas, Cornelia Ivancan, Dagmar Schwarz, Susi Spitz, Paul Matic, Asli Bayram, Alexander E. Fennon, Richard Evans, Johannes Seilern, Christoph Moosbrugger, Sabine Muhar, Rainer Egger, Raphael VonBargen, Steve Schmidt, Stephanie Schmiderer, Elisabeth Kopp, Susi Stach, Gisella Salcher, Michael Corey Foster, William Brand, Erich Redman, Philip Rham, Peter Stark, Lisa Gornick, Kenneth Jay, Crystal Clarke, Nancy Crane, Joseph Mydell, Eric Meyers, Rupert Wickhan, Janina Blohm-Sievers, John Guerrasio, Franziksa Singer, Nikolaus Barton, Kylie Watt, Anna Skidanova, Simona Hughes"
466739,2177,1872,the lorax,2012,"Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms",we're the millers,2013,Rawson Marshall Thurber,"Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter, Ed Helms, Kathryn Hahn, Nick Offerman, Molly Quinn, Tomer Sisley, Crystal Nichol, Matthew J. Willig, Luis Guzman, Mark L. Young, Ken Marino, Laura Leigh, Dickson Obahor, Brett Gentile, Kelly Collins Lintz, Lynn Talley, Alan Gilmer, Sam Richardson, Denielle Fisher Johnson, Deborah Chavez, Kevin Dorff, Rawson Marshall Thurber, Kurt Grossi, Dave McElhaney, Brendan Hunt, Scott Adsit, Vickie Eng, Lunden De'Leon, Joey Nappo, Joshua Mikel, Matthew Schweppe, Tonya Bludsworth, Matthew Cornwell, Marcus Viscidi"
466837,306,1872,the revenant,2015,Alejandro G. Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",we're the millers,2013,Rawson Marshall Thurber,"Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter, Ed Helms, Kathryn Hahn, Nick Offerman, Molly Quinn, Tomer Sisley, Crystal Nichol, Matthew J. Willig, Luis Guzman, Mark L. Young, Ken Marino, Laura Leigh, Dickson Obahor, Brett Gentile, Kelly Collins Lintz, Lynn Talley, Alan Gilmer, Sam Richardson, Denielle Fisher Johnson, Deborah Chavez, Kevin Dorff, Rawson Marshall Thurber, Kurt Grossi, Dave McElhaney, Brendan Hunt, Scott Adsit, Vickie Eng, Lunden De'Leon, Joey Nappo, Joshua Mikel, Matthew Schweppe, Tonya Bludsworth, Matthew Cornwell, Marcus Viscidi"
466870,378,1872,we're the millers,2013,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms",we're the millers,2013,Rawson Marshall Thurber,"Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter, Ed Helms, Kathryn Hahn, Nick Offerman, Molly Quinn, Tomer Sisley, Crystal Nichol, Matthew J. Willig, Luis Guzman, Mark L. Young, Ken Marino, Laura Leigh, Dickson Obahor, Brett Gentile, Kelly Collins Lintz, Lynn Talley, Alan Gilmer, Sam Richardson, Denielle Fisher Johnson, Deborah Chavez, Kevin Dorff, Rawson Marshall Thurber, Kurt Grossi, Dave McElhaney, Brendan Hunt, Scott Adsit, Vickie Eng, Lunden De'Leon, Joey Nappo, Joshua Mikel, Matthew Schweppe, Tonya Bludsworth, Matthew Cornwell, Marcus Viscidi"
467937,2229,1875,the iceman,2012,Ariel Vromen,"Michael Shannon, Chris Evans, James Franco, Winona Ryder",the world's end,2013,Edgar Wright,"Simon Pegg, Nick Frost, Paddy Considine, Martin Freeman, Eddie Marsan, Rosamund Pike, Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey, Luke Bromley, Sophie Evans, Samantha White (IV), Rose Reynolds, Richard Hadfield, Flora Slorach, Francesca Reidie, Charlotte Reidie, David Bradley, Michael Smiley, Jonathan Aris, Jenny Bede, Angie Wallis, Paul Bentall, Richard Graham, Alice Lowe (III), Rafe Spall, Leo Thompson, Steve Oram, Julia Deakin, Greg Townley, Sebastian Zaniesienko, Scott Allen Luke, Tyler Dobbs, Samuel Mak, Teddy Kempner, Mark Kempner, Nick Holder, Darren Boyd, Paul Kennington, Michael Sarne, Reece Shearsmith, Nicholas Burns, Mark Heap, Kelly Franklin, Stacey Franklin, James Granstrom, Gabe Connelly, Patricia Franklin, Mark C. Donovan, Ricky Champ, Ken Bones"
468056,1152,1875,the world's end,2013,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",the world's end,2013,Edgar Wright,"Simon Pegg, Nick Frost, Paddy Considine, Martin Freeman, Eddie Marsan, Rosamund Pike, Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey, Luke Bromley, Sophie Evans, Samantha White (IV), Rose Reynolds, Richard Hadfield, Flora Slorach, Francesca Reidie, Charlotte Reidie, David Bradley, Michael Smiley, Jonathan Aris, Jenny Bede, Angie Wallis, Paul Bentall, Richard Graham, Alice Lowe (III), Rafe Spall, Leo Thompson, Steve Oram, Julia Deakin, Greg Townley, Sebastian Zaniesienko, Scott Allen Luke, Tyler Dobbs, Samuel Mak, Teddy Kempner, Mark Kempner, Nick Holder, Darren Boyd, Paul Kennington, Michael Sarne, Reece Shearsmith, Nicholas Burns, Mark Heap, Kelly Franklin, Stacey Franklin, James Granstrom, Gabe Connelly, Patricia Franklin, Mark C. Donovan, Ricky Champ, Ken Bones"
470187,1427,1879,allure,2017,"Carlos Sanchez, Jason Sanchez","Evan Rachel Wood, Julia Sarah Stone, Denis O'Hare, Maxim Roy",allure,2018,"Carlos Sanchez, Jason Sanchez","Evan Rachel Wood, Julia Sarah Stone, Denis O'Hare, Maxim Roy, Joe Cobden"
470570,609,1882,the legend of tarzan,2016,David Yates,"Alexander Skarsgrd, Rory J. Saper, Christian Stevens, Christoph Waltz",dying of the light,2014,Paul Schrader,"Nicolas Cage, Anton Yelchin, Alexander Karim, Irène Jacob, Aymen Hamdouchi, Claudius Peters, Tomiwa Edun, Robert G. Slade, Derek Ezenagu, Geff Francis, Tim Silano, Silas Carson, Serban Celea, David Lipper, Arsha Aghdasi, Olivia Nita, Sharif Sharbek, George Remes, Seth Kozak, Bob Winter, Kenneth Huegel, Alin Olteanu, Komel Ali, Julie Becker, Bogdan Stanoevici, Elias Ferkin, Duane Taylor, Julie Brandt-Richards, Nyawuda Chuol, Caitlin Duff, Lachlan Halliwell, Brad McMurray, Kal Pantano, Gretel Sharp, Christopher J. Woods, Petar Zabic"
471157,2517,1883,our souls at night,2017,Ritesh Batra,"Matthias Schoenaerts, Jane Fonda, Judy Greer, Robert Redford",our souls at night,2017,Ritesh Batra,"Jane Fonda, Robert Redford, Bruce Dern, Matthias Schoenaerts, Judy Greer, Iain Armitage"
471573,771,1884,the expendables 3,2014,Patrick Hughes,"Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas",the expendables 3,2014,Patrick Hughes,"Sylvester Stallone, Jason Statham, Antonio Banderas, Jet Li, Wesley Snipes, Dolph Lundgren, Mel Gibson, Harrison Ford, Arnold Schwarzenegger, Kellan Lutz, Ronda Rousey, Glen Powell, Víctor Ortíz, Terry Crews, Randy Couture, Kelsey Grammer, Robert Davi, Ivan Kostadinov, Nikolay Stoyanov Ilchev, Daniel Angelov, Slavi Slavov, Dimitar Doichinov, Nikolai Stanoev, Haralampi Anichkin, Boswell Maloka, Natalie Burn, Velizar Binev, Sarai Givaty, Ludomir Simeonov, Frank Pesce, Thomas Canestrano, Thomas Canestraro"
471864,1538,1884,the expendables 2,2012,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme",the expendables 3,2014,Patrick Hughes,"Sylvester Stallone, Jason Statham, Antonio Banderas, Jet Li, Wesley Snipes, Dolph Lundgren, Mel Gibson, Harrison Ford, Arnold Schwarzenegger, Kellan Lutz, Ronda Rousey, Glen Powell, Víctor Ortíz, Terry Crews, Randy Couture, Kelsey Grammer, Robert Davi, Ivan Kostadinov, Nikolay Stoyanov Ilchev, Daniel Angelov, Slavi Slavov, Dimitar Doichinov, Nikolai Stanoev, Haralampi Anichkin, Boswell Maloka, Natalie Burn, Velizar Binev, Sarai Givaty, Ludomir Simeonov, Frank Pesce, Thomas Canestrano, Thomas Canestraro"
472876,1838,1889,god's not dead 2,2016,Harold Cronk,"Melissa Joan Hart, Jesse Metcalfe, David A.R. White, Hayley Orrantia",god's not dead,2014,Harold Cronk,"Kevin Sorbo, Shane Harper, Dean Cain, David A.R. White, Willie Robertson, Korie Robertson, Paul Kwo, Benjamin A. Onyango Ochieng, Hadeel Sittu, Cory Oliver, Lisa Arnold, Lisa Hampton"
472881,1123,1889,god's not dead,2014,Harold Cronk,"Shane Harper, Kevin Sorbo, David A.R. White, Dean Cain",god's not dead,2014,Harold Cronk,"Kevin Sorbo, Shane Harper, Dean Cain, David A.R. White, Willie Robertson, Korie Robertson, Paul Kwo, Benjamin A. Onyango Ochieng, Hadeel Sittu, Cory Oliver, Lisa Arnold, Lisa Hampton"
472946,2946,1890,ride along 2,2016,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt",ride along 2,2016,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Ken Jeong, Olivia Munn, Benjamin Bratt, Bruce McGill, Michael Edward Rose, Sherri Shepherd, Arturo Del Puerto, T.I., Eric Lee Goins, Carlos Gomez, Utkarsh Ambudkar, Glen Powell, Nadine Velazquez, Bresha Webb, Jessica Bialick, Michelle Pieroway, Shelby Courtney, James Martin Kelly, Robert Pralgo, Tyrese Gibson, Ricky Russert, Christopher Johnson, David Porras, Derek Carver, Shamea Morton, Jay Amor, Peter Parente, Rey Hernandez, Isabella Fleetwood, Rachel Faulkner, Elizabeth Godwin, Yolanda Adams, Jennifer Badger, Christina De Leon, Ana Ayora, Ace Marrero, Andrew Ortega, Junes B. Zahdi, Elizabeth Ramos, Jeremy Wayne Carley, Freddie Poole, Josh Diogo, Donny Carrington, Jabari Simba, Henry Kingi, Christopher Lennertz, Bruce Tanis"
474009,402,1892,the hobbit: the battle of the five armies,2014,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Cate Blanchett",the hobbit: the battle of the five armies,2014,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Ian Holm, Elijah Wood, Cate Blanchett, John Callen, Stephen Hunter, Mark Hadlow, Andy Serkis, Peter Hambleton, James Nesbitt, Adam Brown, Aidan Turner, Graham McTavish, Bret McKenzie, Dean O'Gorman, Lee Pace, Stephen Fry, Orlando Bloom, Luke Evans, Evangeline Lilly, Barry Humphries, Benedict Cumberbatch, Ken Stott, William Kircher, Jed Brophy, Hugo Weaving, Christopher Lee, Mikael Persbrandt, Ryan Gage, John Bell, Peggy Nesbitt, Mary Nesbitt, Manu Bennett, John Tui, Billy Connolly, Mark Mitchinson, Kelly Kilgour, Sarah Peirse, Nick Blake, Simon London, Conan Stevens, Dane Allan Smith, Miranda Harcourt, Thomasin McKenzie, Erin Banks, Brian Hotter, Timothy Bartlett, Merv Smith, Martin Kwok, Dee Bradley Baker, Olof Johnsson, Otep Shamaya, Debra Wilson, Sylvester McCoy"
474204,2789,1892,the siege of jadotville,2016,Richie Smyth,"Richard Lukunku, Danny Sapani, Andrew Stock, Mark Strong",the hobbit: the battle of the five armies,2014,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Ian Holm, Elijah Wood, Cate Blanchett, John Callen, Stephen Hunter, Mark Hadlow, Andy Serkis, Peter Hambleton, James Nesbitt, Adam Brown, Aidan Turner, Graham McTavish, Bret McKenzie, Dean O'Gorman, Lee Pace, Stephen Fry, Orlando Bloom, Luke Evans, Evangeline Lilly, Barry Humphries, Benedict Cumberbatch, Ken Stott, William Kircher, Jed Brophy, Hugo Weaving, Christopher Lee, Mikael Persbrandt, Ryan Gage, John Bell, Peggy Nesbitt, Mary Nesbitt, Manu Bennett, John Tui, Billy Connolly, Mark Mitchinson, Kelly Kilgour, Sarah Peirse, Nick Blake, Simon London, Conan Stevens, Dane Allan Smith, Miranda Harcourt, Thomasin McKenzie, Erin Banks, Brian Hotter, Timothy Bartlett, Merv Smith, Martin Kwok, Dee Bradley Baker, Olof Johnsson, Otep Shamaya, Debra Wilson, Sylvester McCoy"
474223,756,1892,the hobbit: the desolation of smaug,2013,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",the hobbit: the battle of the five armies,2014,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Ian Holm, Elijah Wood, Cate Blanchett, John Callen, Stephen Hunter, Mark Hadlow, Andy Serkis, Peter Hambleton, James Nesbitt, Adam Brown, Aidan Turner, Graham McTavish, Bret McKenzie, Dean O'Gorman, Lee Pace, Stephen Fry, Orlando Bloom, Luke Evans, Evangeline Lilly, Barry Humphries, Benedict Cumberbatch, Ken Stott, William Kircher, Jed Brophy, Hugo Weaving, Christopher Lee, Mikael Persbrandt, Ryan Gage, John Bell, Peggy Nesbitt, Mary Nesbitt, Manu Bennett, John Tui, Billy Connolly, Mark Mitchinson, Kelly Kilgour, Sarah Peirse, Nick Blake, Simon London, Conan Stevens, Dane Allan Smith, Miranda Harcourt, Thomasin McKenzie, Erin Banks, Brian Hotter, Timothy Bartlett, Merv Smith, Martin Kwok, Dee Bradley Baker, Olof Johnsson, Otep Shamaya, Debra Wilson, Sylvester McCoy"
474291,875,1892,the age of adaline,2015,Lee Toland Krieger,"Blake Lively, Michiel Huisman, Harrison Ford, Kathy Baker",the hobbit: the battle of the five armies,2014,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Ian Holm, Elijah Wood, Cate Blanchett, John Callen, Stephen Hunter, Mark Hadlow, Andy Serkis, Peter Hambleton, James Nesbitt, Adam Brown, Aidan Turner, Graham McTavish, Bret McKenzie, Dean O'Gorman, Lee Pace, Stephen Fry, Orlando Bloom, Luke Evans, Evangeline Lilly, Barry Humphries, Benedict Cumberbatch, Ken Stott, William Kircher, Jed Brophy, Hugo Weaving, Christopher Lee, Mikael Persbrandt, Ryan Gage, John Bell, Peggy Nesbitt, Mary Nesbitt, Manu Bennett, John Tui, Billy Connolly, Mark Mitchinson, Kelly Kilgour, Sarah Peirse, Nick Blake, Simon London, Conan Stevens, Dane Allan Smith, Miranda Harcourt, Thomasin McKenzie, Erin Banks, Brian Hotter, Timothy Bartlett, Merv Smith, Martin Kwok, Dee Bradley Baker, Olof Johnsson, Otep Shamaya, Debra Wilson, Sylvester McCoy"
474561,1585,1892,the best of me,2014,Michael Hoffman,"James Marsden, Michelle Monaghan, Luke Bracey, Liana Liberato",the hobbit: the battle of the five armies,2014,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Ian Holm, Elijah Wood, Cate Blanchett, John Callen, Stephen Hunter, Mark Hadlow, Andy Serkis, Peter Hambleton, James Nesbitt, Adam Brown, Aidan Turner, Graham McTavish, Bret McKenzie, Dean O'Gorman, Lee Pace, Stephen Fry, Orlando Bloom, Luke Evans, Evangeline Lilly, Barry Humphries, Benedict Cumberbatch, Ken Stott, William Kircher, Jed Brophy, Hugo Weaving, Christopher Lee, Mikael Persbrandt, Ryan Gage, John Bell, Peggy Nesbitt, Mary Nesbitt, Manu Bennett, John Tui, Billy Connolly, Mark Mitchinson, Kelly Kilgour, Sarah Peirse, Nick Blake, Simon London, Conan Stevens, Dane Allan Smith, Miranda Harcourt, Thomasin McKenzie, Erin Banks, Brian Hotter, Timothy Bartlett, Merv Smith, Martin Kwok, Dee Bradley Baker, Olof Johnsson, Otep Shamaya, Debra Wilson, Sylvester McCoy"
475281,1159,1894,the duff,2015,Ari Sandel,"Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",the way way back,2013,"Jim Rash, Nat Faxon","Steve Carell, Toni Collette, Allison Janney, Liam James, Sam Rockwell, Zoe Levin, Maya Rudolph, Amanda Peet, AnnaSophia Robb, Rob Corddry"
475485,1788,1894,the sitter,2011,David Gordon Green,"Jonah Hill, Ari Graynor, Sam Rockwell, Max Records",the way way back,2013,"Jim Rash, Nat Faxon","Steve Carell, Toni Collette, Allison Janney, Liam James, Sam Rockwell, Zoe Levin, Maya Rudolph, Amanda Peet, AnnaSophia Robb, Rob Corddry"
475558,2032,1894,the way way back,2013,"Nat Faxon, Jim Rash","Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb",the way way back,2013,"Jim Rash, Nat Faxon","Steve Carell, Toni Collette, Allison Janney, Liam James, Sam Rockwell, Zoe Levin, Maya Rudolph, Amanda Peet, AnnaSophia Robb, Rob Corddry"
475639,99,1899,the meg,2018,Jon Turteltaub,"Ruby Rose, Jason Statham, Rainn Wilson, Robert Taylor",awakening the zodiac,2017,Jonathan Wright,"Shane West, Leslie Bibb, Matt Craven, Nicholas Campbell, Stephen McHattie, Kenneth Welsh, Jason Hook, John Bregar, Eva Link, Jennie Esnard, Douglas Kidd, Sandra Wilson, Renato Vettore"
475804,2137,1899,the void,2016,"Jeremy Gillespie, Steven Kostanski","Aaron Poole, Kenneth Welsh, Daniel Fathers, Kathleen Munroe",awakening the zodiac,2017,Jonathan Wright,"Shane West, Leslie Bibb, Matt Craven, Nicholas Campbell, Stephen McHattie, Kenneth Welsh, Jason Hook, John Bregar, Eva Link, Jennie Esnard, Douglas Kidd, Sandra Wilson, Renato Vettore"
476428,1719,1902,masterminds,2016,Jared Hess,"Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball",masterminds,2016,Jared Hess,"Zach Galifianakis, Owen Wilson, Kristen Wiig, Ken Marino, Jason Sudeikis, Devin Ratray, Jon Daly, Leslie Jones, Mary Elizabeth Ellis, Kate McKinnon, Rhoda Griffis, Daniel Zacapa, Matt Corboy, Fred Galle, Nicole Michele Sobchack, Barry J. Ratcliffe, Jill Jane Clements, Tom Werme, Njema Williams, Nils Cruz, Michael Angel Fraguada, Christian Gonzalez, Karsten Friske, Dallas J. Edwards, Shelton Grant, Laura Palka, Reegus Flenory, Joseph S. Wilson, Jee An, Nicole Sobchack, Vincent Garcia, Eizzil Cintron Valenzuela, Anne Johnson, Timothy Timms, Kevin J. O'Connor, Jay Amor, Allegra Nova, Marlo Scheitler, Chris Matheny, Wil Smith Smith, Danny Comden, Candace Blanchard, Gabriel Manak, Wynn Reichert, Ross Kimball, Josue Gutierrez, Ron Stafford, Miller Carbon"
476462,948,1905,underworld: blood wars,2016,Anna Foerster,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver",underworld: blood wars,2017,Anna Foerster,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver, Charles Dance, James Faulkner, Peter Andersson, Clementine Nicholson, Bradley James, Daisy Head, Oliver Stark, Zuzana Stivinova, Brian Caspe, Jan Nemejovský, Driga Sveta, Dan Bradford, David Bowles, Tomasz Kwiecien-Fisher, Eva Larvoire, Jiri Jelinek, Marielle Tepper, Jordan Haj, Daniel Pietrucha, Jakub Kropacek, Sara Arnsteinova, Irena Morisakova, Terezie Kovalova, Tomas Fingerland, Jakub Mayer, Denisa Krskova, Simona Simkova, Daniel Vojtech, Jared Doreck, Lukas Vydrzal, Lukas Krampera, Adam Vosecek, Agatha Hofmanova, Anezka Noskova, Alicia Vela-Bailey"
477209,1623,1907,the bye bye man,2017,Stacy Title,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Michael Trucco",the bye bye man,2017,Stacy Title,"Cressida Bonas, Lucien Laviscount, Doug Jones, Carrie-Anne Moss, Faye Dunaway, Jenna Kanell, Erica Tremblay, Marisa Echeverria"
477814,2952,1909,the guest,2014,Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",the fifth estate,2013,Bill Condon,"Benedict Cumberbatch, Dan Stevens (IV), Alicia Vikander, Daniel Brühl, Carice van Houten, Laura Linney, Anthony Mackie, David Thewlis"
478029,1499,1909,the fifth estate,2013,Bill Condon,"Benedict Cumberbatch, Daniel Brhl, Carice van Houten, Alicia Vikander",the fifth estate,2013,Bill Condon,"Benedict Cumberbatch, Dan Stevens (IV), Alicia Vikander, Daniel Brühl, Carice van Houten, Laura Linney, Anthony Mackie, David Thewlis"
478239,58,1910,guardians of the galaxy vol. 2,2017,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",guardians of the galaxy vol. 2,2017,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Bradley Cooper, Vin Diesel, Michael Rooker, Karen Gillan, Kurt Russell, Elizabeth Debicki, Pom Klementieff, Chris Sullivan (XII), Sean Gunn"
478340,214,1910,the fate of the furious,2017,F. Gary Gray,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez",guardians of the galaxy vol. 2,2017,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Bradley Cooper, Vin Diesel, Michael Rooker, Karen Gillan, Kurt Russell, Elizabeth Debicki, Pom Klementieff, Chris Sullivan (XII), Sean Gunn"
479176,2130,1911,riddick,2013,David Twohy,"Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Moll",riddick,2013,David Twohy,"Vin Diesel, Jordi Molla, Matt Nable, Karl Urban, Katee Sackhoff, Bokeem Woodbine, Dave Bautista, Conrad Pla, Raoul Trujillo, Nolan Gerard Funk, Danny Blanco-Hall, Noah Danby, Neil Napier, Andreas Apergis, Keri Hilson, Charlie Marie Dupont, Jan Gerste, Antoinette Kalaj, Vera Sokolovskaya"
479625,393,1914,bridge of spies,2015,Steven Spielberg,"Tom Hanks, Mark Rylance, Alan Alda, Amy Ryan",bridge of spies,2015,Steven Spielberg,"Tom Hanks, Mark Rylance, Alan Alda, Amy Ryan, Noah Schnapp, Scott Shepherd, Sebastian Koch, Domenick Lombardozzi, Dakin Matthews, Peter McRobbie, Eve Hewson, Michael Gaston, Billy Magnussen, Marko Caka, Edward James Hyland, Austin Stowell, Victor Verhaeghe, Mark Fichera, Brian Hutchison, Joshua Harto, Henny Russell, Rebekah Brockman, Jesse Plemons, John Rue, Jillian Lebling, Joel Brady, Michael Pemberton, Geoffrey Rude, Michael Kempen, Stephen Kunken, Jon Curry, Wes McGee, Jim Ferris, Lucia Ryan, Nolan Lyons, Hayley Feinstein, Andy Schneeflock, Victoria Leigh, Sawyer Barth, Ashlie Atkinson, Hayley Rawson, Laurie Dawn, James Lorinz, Patricia Squire, Mario Corry, Donavon Dietz, Le Chance DuRand, Mike Houston, Joe Starr, Hamilton Clancy, Jonathan Walker, Greg Nutcher, John Taylor, Tracy Howe, Steven Boyer, John Henry Cox, Mark Zak, Victor Schefe, Will Rogers (IV), Daniela Schulz, Moritz Berg, Emma Nazahn, Matthias Scherwenikas, Greta Galisch DePalma, Matilda Palma Galisch, Nadja Bobyleva, Kai Wido Meyer, Kristoffer Fuss, Thomas Hacikoglu, David Wilson Barnes, Joe Forbrich, Henning Bormann, Ketel Weber, Maik Rogge, Tim Morten Uhlenbrock, Mathias Gartner, Rafael Gareisen, Nico Ehrenteit, Radik Golovkov, Petra Marie Cammin, Lucy Dreznin, Michael Schenk, Mikhail Gorevoy, Wanja Götz, Stefan Langel, Vladimir Vilanov, Ivan Shvedov, Merab Ninidze, Konstantin Frolov, Steve Cirbus, Michael Kranz, Max Kidd, Frederic Heidorn, Nils Malten, Nina Gummich, Burghart Klaussner, Maximilian Mauff, Jon Donahue, Martin D. Dew"
480227,1031,1915,7 guardians of the tomb,2018,Kimble Rendall,"Bingbing Li, Kelsey Grammer, Kellan Lutz, Yasmin Kassim",7 guardians of the tomb,2018,Kimble Rendall,"Bingbing Li, Kellan Lutz, Kelsey Grammer, Chun Wu, Stef Dawson, Yasmin Kassim"
480770,2177,1921,the lorax,2012,"Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms",the other woman,2014,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau, Nicki Minaj, Taylor Kinney, Don Johnson, Kenneth Maharaj, Alyshia Ochse, Víctor Cruz, Madison McKinley, David Thornton, Olivia Culpo, John ""B.J."" Bryant, Chelsea Turnbo, Brooke Stacy Mills, Raushanna Simmons, Cheryl Horne, Virginia Cassavetes, Nancy DeMayo, Nina Barry, Colin Bannon, Zac LaRoc, Jennifer Lee Crowl, Katherine Andreassen, Daniel Reton, Tony Costa, Alex Stebbins, Yueh Hwa Chan, Meki Saldana, Craig ""Radioman"" Castaldo, Sarah Tymon, Jude Donnelly, Gordon B. Andrews, Cucu Diamantes, Andrés Levin"
480925,2137,1921,the void,2016,"Jeremy Gillespie, Steven Kostanski","Aaron Poole, Kenneth Welsh, Daniel Fathers, Kathleen Munroe",the other woman,2014,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau, Nicki Minaj, Taylor Kinney, Don Johnson, Kenneth Maharaj, Alyshia Ochse, Víctor Cruz, Madison McKinley, David Thornton, Olivia Culpo, John ""B.J."" Bryant, Chelsea Turnbo, Brooke Stacy Mills, Raushanna Simmons, Cheryl Horne, Virginia Cassavetes, Nancy DeMayo, Nina Barry, Colin Bannon, Zac LaRoc, Jennifer Lee Crowl, Katherine Andreassen, Daniel Reton, Tony Costa, Alex Stebbins, Yueh Hwa Chan, Meki Saldana, Craig ""Radioman"" Castaldo, Sarah Tymon, Jude Donnelly, Gordon B. Andrews, Cucu Diamantes, Andrés Levin"
481055,686,1921,the lobster,2015,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, Jessica Barden, Olivia Colman",the other woman,2014,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau, Nicki Minaj, Taylor Kinney, Don Johnson, Kenneth Maharaj, Alyshia Ochse, Víctor Cruz, Madison McKinley, David Thornton, Olivia Culpo, John ""B.J."" Bryant, Chelsea Turnbo, Brooke Stacy Mills, Raushanna Simmons, Cheryl Horne, Virginia Cassavetes, Nancy DeMayo, Nina Barry, Colin Bannon, Zac LaRoc, Jennifer Lee Crowl, Katherine Andreassen, Daniel Reton, Tony Costa, Alex Stebbins, Yueh Hwa Chan, Meki Saldana, Craig ""Radioman"" Castaldo, Sarah Tymon, Jude Donnelly, Gordon B. Andrews, Cucu Diamantes, Andrés Levin"
481211,1037,1921,the other woman,2014,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau",the other woman,2014,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau, Nicki Minaj, Taylor Kinney, Don Johnson, Kenneth Maharaj, Alyshia Ochse, Víctor Cruz, Madison McKinley, David Thornton, Olivia Culpo, John ""B.J."" Bryant, Chelsea Turnbo, Brooke Stacy Mills, Raushanna Simmons, Cheryl Horne, Virginia Cassavetes, Nancy DeMayo, Nina Barry, Colin Bannon, Zac LaRoc, Jennifer Lee Crowl, Katherine Andreassen, Daniel Reton, Tony Costa, Alex Stebbins, Yueh Hwa Chan, Meki Saldana, Craig ""Radioman"" Castaldo, Sarah Tymon, Jude Donnelly, Gordon B. Andrews, Cucu Diamantes, Andrés Levin"
